title,dtg,dist,release,genre,runtime,budget,rating,foreign,foreign_dist,foreign_release,foreign_opening,foreign_pct,foreign_total,foreign_asof,hungary,hun_dist,hun_release,hun_opening,hun_pct,hun_total,hun_asof
The Equalizer,"$101,530,738",Sony / Columbia,"September 26, 2014",Thriller,2 hrs. 8 min.,$55 million,R,FOREIGN TOTAL,-,9/24/14,"$19,016,120",20.9%,"$90,800,000",11/16/14,Hungary,InterCom,9/25/14,"$141,675",28.7%,"$493,947",10/26/14
Noah,"$101,200,044",Paramount,"March 28, 2014",Drama,2 hrs. 18 min.,$125 million,PG-13,FOREIGN TOTAL,-,3/20/14,"$14,000,000",5.4%,"$261,437,429",N/A,Hungary,UIP,3/27/14,"$295,187",28.2%,"$1,046,373",5/18/14
Edge of Tomorrow,"$100,206,256",Warner Bros.,"June 6, 2014",Sci-Fi Action,1 hrs. 53 min.,$178 million,PG-13,FOREIGN TOTAL,-,5/28/14,"$20,100,000",7.4%,"$270,335,000",N/A,Hungary,InterCom,5/29/14,"$320,992",28.5%,"$1,127,204",8/3/14
Non-Stop,"$92,168,600",Universal,"February 28, 2014",Thriller,1 hrs. 50 min.,$50 million,PG-13,FOREIGN TOTAL,-,2/26/14,"$20,000,000",15.3%,"$130,641,000",10/5/14,Hungary,Provideo,2/27/14,"$215,596",34.3%,"$627,734",4/6/14
The Imitation Game,"$91,125,683",Weinstein Company,"November 28, 2014",Drama,1 hrs. 54 min.,N/A,PG-13,FOREIGN TOTAL,-,11/14/14,"$4,219,018",3.1%,"$136,648,543",8/17/15,Hungary,Forum,1/29/15,"$122,168",28.3%,"$431,198",3/8/15
Dumb and Dumber To,"$86,208,010",Universal,"November 14, 2014",Comedy,1 hrs. 50 min.,$40 million,PG-13,FOREIGN TOTAL,-,11/12/14,n/a,-,"$83,629,000",N/A,Hungary,-,12/11/14,"$208,573",32.9%,"$633,760",1/18/15
Annie,"$85,911,262",Sony / Columbia,"December 19, 2014",Musical,1 hrs. 58 min.,$65 million,PG,FOREIGN TOTAL,-,12/18/14,n/a,-,"$47,910,554",5/10/15,Hungary,InterCom,1/22/15,"$60,454",55.2%,"$109,563",2/1/15
Fury,"$85,817,906",Sony / Columbia,"October 17, 2014",War,2 hrs. 14 min.,$68 million,R,FOREIGN TOTAL,-,10/23/14,"$15,165,576",12%,"$126,000,000",2/8/15,Hungary,-,10/23/14,"$280,880",39.1%,"$717,997",11/30/14
Annabelle,"$84,273,813",Warner Bros. (New Line),"October 3, 2014",Horror,1 hrs. 35 min.,$6.5 million,R,FOREIGN TOTAL,-,9/25/14,"$2,100,000",1.2%,"$172,600,000",8/25/15,Hungary,InterCom,10/16/14,"$121,731",40.8%,"$298,035",11/2/14
The Other Woman,"$83,911,193",Fox,"April 25, 2014",Comedy,1 hrs. 49 min.,$40 million,PG-13,FOREIGN TOTAL,-,4/16/14,"$5,332,900",4.7%,"$112,799,203",11/3/15,Hungary,InterCom,4/24/14,"$216,644",18.7%,"$1,157,744",7/13/14
Penguins of Madagascar,"$83,350,911",Fox,"November 26, 2014",Animation,1 hrs. 32 min.,$132 million,PG,FOREIGN TOTAL,-,11/14/14,n/a,-,"$289,664,710",11/3/15,Hungary,InterCom,11/27/14,"$293,683",24.5%,"$1,200,609",1/25/15
Let's Be Cops,"$82,390,774",Fox,"August 13, 2014",Action Comedy,1 hrs. 44 min.,$17 million,R,FOREIGN TOTAL,-,8/14/14,"$728,088",1.3%,"$55,834,177",11/3/15,Hungary,InterCom,9/11/14,"$148,440",24.1%,"$615,758",10/26/14
The Monuments Men,"$78,031,620",Sony / Columbia,"February 7, 2014",Action Drama,1 hrs. 50 min.,$70 million,PG-13,FOREIGN TOTAL,-,2/12/14,"$8,752,037",11.4%,"$76,952,415",4/27/14,Hungary,InterCom,2/20/14,"$147,144",39.9%,"$368,623",3/16/14
Hercules,"$72,688,614",Paramount,"July 25, 2014",Action / Adventure,1 hrs. 38 min.,$100 million,PG-13,FOREIGN TOTAL,-,7/23/14,"$28,700,000",16.7%,"$172,131,248",N/A,Hungary,Forum,7/24/14,"$258,388",38.1%,"$677,457",8/17/14
The Purge: Anarchy,"$71,962,800",Universal,"July 18, 2014",Thriller,1 hrs. 43 min.,$9 million,R,FOREIGN TOTAL,-,7/17/14,"$389,157",1%,"$39,965,565",N/A,Hungary,UIP,7/17/14,"$14,966",100%,"$14,966",7/20/14
Exodus: Gods and Kings,"$65,014,513",Fox,"December 12, 2014",Drama,2 hrs. 30 min.,$140 million,PG-13,FOREIGN TOTAL,-,12/4/14,n/a,-,"$203,161,118",11/3/15,Hungary,InterCom,12/11/14,"$184,492",28.4%,"$650,465",1/18/15
The Nut Job,"$64,251,541",Open Road Films,"January 17, 2014",Animation,1 hrs. 26 min.,$42 million,PG,FOREIGN TOTAL,-,1/22/14,"$190,938",0.3%,"$56,633,986",8/10/15,Hungary,Provideo,1/23/14,"$135,531",20.8%,"$652,769",3/16/14
Son of God,"$59,700,064",Fox,"February 28, 2014",Drama,2 hrs. 18 min.,N/A,PG-13,FOREIGN TOTAL,-,4/2/14,n/a,-,"$8,100,000",4/20/14,Hungary,A Company,4/10/14,"$22,729",41.4%,"$54,899",4/20/14
The Grand Budapest Hotel,"$59,301,324",Fox Searchlight,"March 7, 2014",Comedy,1 hrs. 40 min.,N/A,R,FOREIGN TOTAL,-,2/26/14,"$2,993,910",2.6%,"$115,500,000",N/A,Hungary,InterCom,3/20/14,"$90,450",21.5%,"$420,076",4/27/14
Planes: Fire & Rescue,"$59,165,787",Buena Vista,"July 18, 2014",Animation,1 hrs. 23 min.,$50 million,PG,FOREIGN TOTAL,-,7/17/14,"$9,000,000",9.8%,"$92,220,853",N/A,Hungary,Forum,7/17/14,"$77,977",19.2%,"$405,957",8/17/14
RoboCop,"$58,607,007",Sony / Columbia,"February 12, 2014",Sci-Fi Action,1 hrs. 48 min.,$100 million,PG-13,FOREIGN TOTAL,-,1/30/14,"$5,465,146",3%,"$184,081,958",5/11/14,Hungary,Forum,2/6/14,"$138,667",46.5%,"$298,350",2/23/14
Dracula Untold,"$56,280,355",Universal,"October 10, 2014",Action Horror,1 hrs. 32 min.,$70 million,PG-13,FOREIGN TOTAL,-,10/1/14,"$21,023,928",13.1%,"$160,843,925",11/11/15,Hungary,UIP,10/23/14,"$225,368",52.5%,"$429,251",11/9/14
Horrible Bosses 2,"$54,445,357",Warner Bros.,"November 26, 2014",Comedy,1 hrs. 48 min.,$42 million,R,FOREIGN TOTAL,-,11/26/14,n/a,-,"$53,225,000",N/A,Hungary,InterCom,11/27/14,"$167,187",36%,"$464,137",12/21/14
The Hundred-Foot Journey,"$54,240,821",Buena Vista,"August 8, 2014",Drama,2 hrs. 2 min.,$22 million,PG,FOREIGN TOTAL,-,8/7/14,n/a,-,"$34,640,000",11/16/14,Hungary,Provideo,8/14/14,"$64,721",40.9%,"$158,268",8/24/14
The Boxtrolls,"$50,837,305",Focus Features,"September 26, 2014",Animation,1 hrs. 37 min.,$60 million,PG,FOREIGN TOTAL,-,9/11/14,"$5,523,040",9.4%,"$58,447,728",N/A,Hungary,UIP,10/16/14,"$38,358",19.8%,"$193,476",11/9/14
Jack Ryan: Shadow Recruit,"$50,577,412",Paramount,"January 17, 2014",Action Thriller,1 hrs. 40 min.,$60 million,PG-13,FOREIGN TOTAL,-,1/15/14,"$22,200,000",26.1%,"$84,933,618",N/A,Hungary,UIP,1/16/14,"$117,488",51.8%,"$226,697",2/2/14
If I Stay,"$50,474,843",Warner Bros. (New Line),"August 22, 2014",Drama,1 hrs. 46 min.,$11 million,PG-13,FOREIGN TOTAL,-,8/28/14,n/a,-,"$28,400,000",N/A,Hungary,Forum Films,9/11/14,"$24,879",100%,"$24,879",9/14/14
Into The Storm,"$47,602,194",Warner Bros. (New Line),"August 8, 2014",Thriller,1 hrs. 29 min.,$50 million,PG-13,FOREIGN TOTAL,-,8/6/14,"$8,300,000",7.3%,"$114,100,000",N/A,Hungary,InterCom,8/7/14,"$53,871",50.3%,"$107,086",8/17/14
The Judge,"$47,119,388",Warner Bros.,"October 10, 2014",Drama,2 hrs. 21 min.,$50 million,R,FOREIGN TOTAL,-,10/8/14,"$1,600,000",4.3%,"$37,300,000",8/25/15,Hungary,InterCom,10/23/14,"$49,945",100%,"$49,945",10/26/14
Blended,"$46,294,610",Warner Bros.,"May 23, 2014",Romantic Comedy,1 hrs. 57 min.,$40 million,PG-13,FOREIGN TOTAL,-,5/22/14,"$2,100,000",2.6%,"$81,740,000",N/A,Hungary,InterCom,7/3/14,"$164,274",17.1%,"$958,097",8/17/14
The Giver,"$45,090,374",Weinstein Company,"August 15, 2014",Fantasy Drama,1 hrs. 31 min.,$25 million,PG-13,FOREIGN TOTAL,-,8/15/14,"$124,581",0.6%,"$21,890,082",11/16/14,Hungary,Big Bang,9/11/14,"$77,274",38.3%,"$201,960",10/5/14
Need for Speed,"$43,577,636",Buena Vista,"March 14, 2014",Action,2 hrs. 10 min.,$66 million,PG-13,FOREIGN TOTAL,-,3/12/14,"$45,600,000",28.6%,"$159,700,000",4/24/14,Hungary,Provideo,3/13/14,"$171,253",40.1%,"$427,256",4/13/14
A Million Ways to Die in the West,"$43,139,300",Universal,"May 30, 2014",Western Comedy,1 hrs. 56 min.,$40 million,R,FOREIGN TOTAL,-,5/29/14,"$10,085,701",22.9%,"$44,050,456",11/11/15,Hungary,UIP,6/12/14,"$75,594",27.1%,"$278,995",7/13/14
John Wick,"$43,037,835",Lionsgate/Summit,"October 24, 2014",Action,1 hrs. 36 min.,$20 million,R,FOREIGN TOTAL,-,10/23/14,"$1,377,305",3.2%,"$42,975,221",10/27/15,Hungary,InterCom,11/13/14,"$133,445",36.7%,"$363,815",12/14/14
Birdman,"$42,340,598",Fox Searchlight,"October 17, 2014",Comedy / Drama,1 hrs. 59 min.,$18 million,R,FOREIGN TOTAL,-,11/13/14,"$724,956",1.2%,"$60,874,496",4/19/15,Hungary,InterCom,1/15/15,"$71,965",31.9%,"$225,422",2/1/15
Dolphin Tale 2,"$42,024,533",Warner Bros.,"September 12, 2014",Family,1 hrs. 47 min.,$36 million,PG,FOREIGN TOTAL,-,9/11/14,"$1,500,000",9.5%,"$15,800,000",8/25/15,Hungary,InterCom,9/25/14,"$38,570",22.6%,"$170,437",10/26/14
The Expendables 3,"$39,322,544",Lionsgate,"August 15, 2014",Action,1 hrs. 43 min.,N/A,PG-13,FOREIGN TOTAL,-,8/14/14,n/a,-,"$166,850,000",11/2/14,Hungary,Provideo,8/26/14,"$235,907",39.7%,"$593,498",9/28/14
Sex Tape,"$38,543,473",Sony / Columbia,"July 18, 2014",Comedy,1 hrs. 34 min.,$40 million,R,FOREIGN TOTAL,-,7/17/14,"$3,022,271",3.5%,"$87,526,036",11/16/14,Hungary,InterCom,7/31/14,"$224,449",26.2%,"$857,682",9/7/14
Wild,"$37,880,356",Fox Searchlight,"December 3, 2014",Drama,1 hrs. 55 min.,N/A,R,FOREIGN TOTAL,-,1/16/15,n/a,-,"$14,621,185",3/15/15,Hungary,InterCom,2/19/15,"$19,786",100%,"$19,786",2/22/15
The Theory of Everything,"$35,893,537",Focus Features,"November 7, 2014",Drama,2 hrs. 3 min.,$15 million,PG-13,FOREIGN TOTAL,-,12/4/14,n/a,-,"$86,979,773",N/A,Hungary,UIP,1/22/15,"$86,458",32.2%,"$268,421",2/15/15
Nightcrawler,"$32,381,217",Open Road Films,"October 31, 2014",Crime Drama,1 hrs. 57 min.,$8.5 million,R,FOREIGN TOTAL,-,10/30/14,n/a,-,"$6,316,000",11/16/14,Hungary,Big Bang,11/13/14,"$32,070",50.6%,"$63,327",11/23/14
Chef,"$31,424,003",Open Road Films,"May 9, 2014",Comedy,1 hrs. 55 min.,N/A,R,FOREIGN TOTAL,-,5/8/14,n/a,-,"$14,543,932",9/21/14,Hungary,Big Bang,10/2/14,"$36,044",56%,"$64,390",10/12/14
3 Days to Kill,"$30,697,999",Relativity,"February 21, 2014",Action Thriller,1 hrs. 57 min.,$28 million,PG-13,FOREIGN TOTAL,-,2/19/14,n/a,-,"$21,900,000",7/20/14,Hungary,Big Bang,3/13/14,"$58,833",62.6%,"$94,013",3/23/14
Deliver Us From Evil,"$30,577,122",Sony / Screen Gems,"July 2, 2014",Horror,1 hrs. 58 min.,$30 million,R,FOREIGN TOTAL,-,7/2/14,"$2,337,062",4.1%,"$57,360,693",11/9/14,Hungary,InterCom,7/10/14,"$57,011",54%,"$105,591",7/20/14
A Walk Among the Tombstones,"$26,307,600",Universal,"September 19, 2014",Drama,1 hrs. 54 min.,$28 million,R,FOREIGN TOTAL,-,9/18/14,n/a,-,"$26,874,000",11/16/14,Hungary,A,10/30/14,"$118,122",35.9%,"$328,962",11/30/14
That Awkward Moment,"$26,068,955",Focus Features,"January 31, 2014",Romantic Comedy,1 hrs. 34 min.,$8 million,R,FOREIGN TOTAL,-,1/29/14,n/a,-,"$14,400,000",4/20/14,Hungary,Forum Films,2/27/14,"$20,638",100%,"$20,638",3/2/14
Boyhood,"$25,352,281",IFC,"July 11, 2014",Drama,2 hrs. 46 min.,$4 million,R,FOREIGN TOTAL,-,6/5/14,n/a,-,"$19,143,000",10/26/14,Hungary,UIP,9/18/14,"$14,494",36.4%,"$39,798",9/28/14
The Hunger Games: Catching Fire,"$424,668,047",Lionsgate,"November 22, 2013",Action / Adventure,2 hrs. 26 min.,$130 million,PG-13,FOREIGN TOTAL,-,11/15/13,"$6,295,000",1.4%,"$440,343,699",1/13/15,Hungary,Forum Films,11/24/13,"$214,251",20.3%,"$1,054,785",12/22/13
Iron Man 3,"$409,013,994",Buena Vista,"May 3, 2013",Action / Adventure,2 hrs. 9 min.,$200 million,PG-13,FOREIGN TOTAL,-,4/24/13,"$198,400,000",24.6%,"$806,426,000",9/8/13,Hungary,Forum,4/25/13,"$576,846",28.5%,"$2,023,575",6/16/13
Frozen,"$400,738,009",Buena Vista,"November 22, 2013",Animation,1 hrs. 48 min.,$150 million,PG,FOREIGN TOTAL,-,11/27/13,"$16,700,000",1.9%,"$875,742,326",N/A,Hungary,Forum Films,12/5/13,"$348,387",17%,"$2,049,003",2/9/14
Despicable Me 2,"$368,061,265",Universal,"July 3, 2013",Animation,1 hrs. 38 min.,$76 million,PG,FOREIGN TOTAL,-,6/20/13,"$4,300,000",0.7%,"$602,700,620",2/9/14,Hungary,UIP,7/4/13,"$454,887",24.8%,"$1,832,078",8/25/13
Man of Steel,"$291,045,518",Warner Bros.,"June 14, 2013",Action / Adventure,2 hrs. 23 min.,$225 million,PG-13,FOREIGN TOTAL,-,6/12/13,"$73,300,000",19.4%,"$377,000,000",12/31/13,Hungary,InterCom,6/20/13,"$250,110",40.9%,"$611,768",7/14/13
Gravity,"$274,092,705",Warner Bros.,"October 4, 2013",Sci-Fi Thriller,1 hrs. 31 min.,$100 million,PG-13,FOREIGN TOTAL,-,10/3/13,"$28,400,000",6.3%,"$449,100,000",8/25/15,Hungary,InterCom,10/3/13,"$290,219",17.8%,"$1,630,751",12/1/13
Monsters University,"$268,492,764",Buena Vista,"June 21, 2013",Animation,1 hrs. 47 min.,N/A,G,FOREIGN TOTAL,-,6/19/13,"$54,500,000",11.5%,"$475,066,843",10/20/13,Hungary,Forum,6/27/13,"$329,613",33.3%,"$990,449",8/11/13
The Hobbit: The Desolation of Smaug,"$258,366,855",Warner Bros. (New Line),"December 13, 2013",Fantasy,2 hrs. 41 min.,N/A,PG-13,FOREIGN TOTAL,-,12/11/13,"$135,400,000",19.3%,"$700,000,000",6/15/14,Hungary,Forum,12/12/13,"$679,476",28.1%,"$2,421,573",1/26/14
Fast & Furious 6,"$238,679,850",Universal,"May 24, 2013",Action,2 hrs. 10 min.,$160 million,PG-13,FOREIGN TOTAL,-,5/17/13,"$13,205,074",2.4%,"$550,000,000",9/15/13,Hungary,UIP,5/23/13,"$386,326",42.1%,"$917,252",6/30/13
Oz The Great and Powerful,"$234,911,825",Buena Vista,"March 8, 2013",Adventure,2 hrs. 7 min.,$215 million,PG,FOREIGN TOTAL,-,3/6/13,"$69,900,000",27.1%,"$258,400,000",8/25/13,Hungary,Forum,3/7/13,"$225,647",30.9%,"$730,928",4/14/13
Star Trek Into Darkness,"$228,778,661",Paramount,"May 16, 2013",Sci-Fi Adventure,2 hrs. 3 min.,$190 million,PG-13,FOREIGN TOTAL,-,5/8/13,"$31,700,000",13.3%,"$238,602,923",N/A,Hungary,UIP,5/16/13,"$188,793",31%,"$608,902",6/23/13
Thor: The Dark World,"$206,362,140",Buena Vista,"November 8, 2013",Action / Adventure,2 hrs. 0 min.,$170 million,PG-13,FOREIGN TOTAL,-,10/30/13,n/a,-,"$438,240,376",N/A,Hungary,Forum,11/14/13,"$464,669",42.1%,"$1,104,097",12/22/13
World War Z,"$202,359,711",Paramount,"June 21, 2013",Action Horror,1 hrs. 56 min.,$190 million,PG-13,FOREIGN TOTAL,-,6/19/13,"$45,800,000",13.6%,"$337,648,165",10/9/13,Hungary,UIP,6/27/13,"$241,683",28.8%,"$840,569",7/28/13
The Croods,"$187,168,425",Fox,"March 22, 2013",Animation,1 hrs. 38 min.,$135 million,PG,FOREIGN TOTAL,-,3/21/13,"$62,393,279",15.6%,"$400,036,243",10/21/13,Hungary,InterCom,3/21/13,"$184,801",18.9%,"$976,261",5/26/13
The Heat,"$159,582,188",Fox,"June 28, 2013",Comedy,1 hrs. 57 min.,$43 million,R,FOREIGN TOTAL,-,6/27/13,"$941,532",1.3%,"$70,348,583",12/8/13,Hungary,InterCom,7/4/13,"$100,379",17.2%,"$584,281",8/18/13
We're the Millers,"$150,394,119",Warner Bros. (New Line),"August 7, 2013",Comedy,1 hrs. 50 min.,$37 million,R,FOREIGN TOTAL,-,8/14/13,"$11,100,000",9.3%,"$119,600,000",12/31/13,Hungary,InterCom,8/22/13,"$278,385",17.7%,"$1,576,022",11/10/13
American Hustle,"$150,117,807",Sony / Columbia,"December 13, 2013",Drama,2 hrs. 18 min.,$40 million,R,FOREIGN TOTAL,-,12/12/13,"$1,954,660",1.9%,"$101,054,000",3/2/14,Hungary,InterCom,1/23/14,"$132,197",31.4%,"$420,465",3/2/14
The Great Gatsby,"$144,840,419",Warner Bros.,"May 10, 2013",Drama,2 hrs. 23 min.,$105 million,PG-13,FOREIGN TOTAL,-,5/15/13,"$43,000,000",20.9%,"$206,200,000",12/31/13,Hungary,InterCom,5/16/13,"$181,055",21.1%,"$859,352",7/7/13
The Conjuring,"$137,400,141",Warner Bros. (New Line),"July 19, 2013",Horror,1 hrs. 52 min.,$20 million,R,FOREIGN TOTAL,-,7/17/13,"$3,500,000",1.9%,"$180,600,000",12/31/13,Hungary,InterCom,9/19/13,"$75,418",24.7%,"$304,912",10/20/13
Identity Thief,"$134,506,920",Universal,"February 8, 2013",Comedy,1 hrs. 51 min.,$35 million,R,FOREIGN TOTAL,-,2/7/13,"$225,379",0.6%,"$39,458,090",5/19/13,Hungary,UIP,2/21/13,"$102,199",45.2%,"$226,310",3/10/13
Grown Ups 2,"$133,668,525",Sony / Columbia,"July 12, 2013",Comedy,1 hrs. 41 min.,$80 million,PG-13,FOREIGN TOTAL,-,7/10/13,"$1,748,457",1.5%,"$113,315,753",11/24/13,Hungary,InterCom,7/18/13,"$272,792",24%,"$1,135,393",9/1/13
The Wolverine,"$132,556,852",Fox,"July 26, 2013",Action,2 hrs. 6 min.,$120 million,PG-13,FOREIGN TOTAL,-,7/24/13,"$86,487,789",30.6%,"$282,271,394",11/10/13,Hungary,InterCom,7/25/13,"$201,611",31.8%,"$633,250",8/18/13
Lone Survivor,"$125,095,601",Universal,"December 25, 2013",Action Drama,2 hrs. 1 min.,$40 million,R,FOREIGN TOTAL,-,1/8/14,n/a,-,"$29,707,311",N/A,Hungary,-,2/6/14,"$41,458",50.1%,"$82,725",2/16/14
G.I. Joe: Retaliation,"$122,523,060",Paramount,"March 28, 2013",Action,1 hrs. 39 min.,$130 million,PG-13,FOREIGN TOTAL,-,3/27/13,"$80,300,000",31.7%,"$253,217,645",7/14/13,Hungary,UIP,4/4/13,"$183,265",43.5%,"$421,483",4/28/13
Cloudy with a Chance of Meatballs 2,"$119,793,567",Sony / Columbia,"September 27, 2013",Animation,1 hrs. 35 min.,$78 million,PG,FOREIGN TOTAL,-,9/26/13,"$1,244,333",0.8%,"$154,532,382",4/6/14,Hungary,InterCom,10/31/13,"$129,665",52.4%,"$247,470",11/17/13
Now You See Me,"$117,723,989",Lionsgate/Summit,"May 31, 2013",Thriller,1 hrs. 56 min.,$75 million,PG-13,FOREIGN TOTAL,-,5/30/13,"$3,221,165",1.4%,"$234,000,000",10/27/13,Hungary,Provideo,6/13/13,"$177,244",18.3%,"$969,067",8/11/13
The Wolf of Wall Street,"$116,900,694",Paramount,"December 25, 2013",Drama,3 hrs. 0 min.,$100 million,R,FOREIGN TOTAL,-,12/25/13,n/a,-,"$275,100,000",5/11/14,Hungary,Provideo,12/26/13,"$351,150",14.3%,"$2,454,420",3/9/14
The Hangover Part III,"$112,200,072",Warner Bros.,"May 23, 2013",Comedy,1 hrs. 40 min.,$103 million,R,FOREIGN TOTAL,-,5/23/13,"$19,000,000",7.6%,"$249,800,000",12/31/13,Hungary,InterCom,5/30/13,"$622,015",42.1%,"$1,477,589",7/14/13
Epic,"$107,518,682",Fox,"May 24, 2013",Animation,1 hrs. 42 min.,$100 million,PG,FOREIGN TOTAL,-,5/15/13,"$14,135,363",8.8%,"$160,907,952",12/22/13,Hungary,InterCom,5/23/13,"$196,554",34%,"$578,119",6/30/13
Captain Phillips,"$107,100,855",Sony / Columbia,"October 11, 2013",Drama,2 hrs. 14 min.,$55 million,PG-13,FOREIGN TOTAL,-,10/16/13,"$9,293,985",8.3%,"$111,690,956",4/6/14,Hungary,InterCom,11/7/13,"$105,388",31.6%,"$333,631",12/15/13
Pacific Rim,"$101,802,906",Warner Bros.,"July 12, 2013",Sci-Fi Action,2 hrs. 11 min.,$190 million,PG-13,FOREIGN TOTAL,-,7/11/13,"$53,100,000",17.2%,"$309,200,000",12/31/13,Hungary,InterCom,7/11/13,"$219,021",36.4%,"$600,883",8/11/13
Olympus Has Fallen,"$98,925,640",FilmDistrict,"March 22, 2013",Thriller,2 hrs. 0 min.,$70 million,R,FOREIGN TOTAL,-,3/20/13,"$5,100,000",8.2%,"$62,100,000",6/16/13,Hungary,Provideo,4/4/13,"$97,457",43.2%,"$225,823",5/5/13
Elysium,"$93,050,117",TriStar,"August 9, 2013",Sci-Fi,1 hrs. 49 min.,$115 million,R,FOREIGN TOTAL,-,8/7/13,"$11,229,042",5.8%,"$193,090,583",12/1/13,Hungary,InterCom,8/15/13,"$241,730",32.1%,"$753,655",9/15/13
Planes,"$90,288,712",Buena Vista,"August 9, 2013",Animation,1 hrs. 32 min.,$50 million,PG,FOREIGN TOTAL,-,8/14/13,"$7,300,000",4.9%,"$148,970,000",1/19/14,Hungary,Forum,8/15/13,"$134,790",21.9%,"$616,270",9/29/13
The Lone Ranger,"$89,302,115",Buena Vista,"July 3, 2013",Western,2 hrs. 29 min.,$215 million,PG-13,FOREIGN TOTAL,-,7/3/13,"$24,300,000",14.2%,"$171,200,000",10/20/13,Hungary,Forum,7/11/13,"$110,006",41.8%,"$263,119",7/28/13
Oblivion,"$89,107,235",Universal,"April 19, 2013",Sci-Fi Adventure,2 hrs. 5 min.,$120 million,PG-13,FOREIGN TOTAL,-,4/10/13,"$60,426,602",30.7%,"$197,061,337",7/28/13,Hungary,UIP,4/11/13,"$245,346",36%,"$680,601",5/19/13
Insidious Chapter 2,"$83,586,447",FilmDistrict,"September 13, 2013",Horror,1 hrs. 45 min.,$5 million,PG-13,FOREIGN TOTAL,-,9/13/13,"$4,568,703",5.8%,"$78,332,871",4/6/14,Hungary,InterCom,10/31/13,"$28,789",100%,"$28,789",11/3/13
Saving Mr. Banks,"$83,301,580",Buena Vista,"December 13, 2013",Drama,2 hrs. 0 min.,$35 million,PG-13,FOREIGN TOTAL,-,11/29/13,n/a,-,"$34,566,404",N/A,Hungary,Forum Films,1/30/14,"$25,181",80.3%,"$31,347",2/2/14
Turbo,"$83,028,128",Fox,"July 17, 2013",Animation,1 hrs. 36 min.,$135 million,PG,FOREIGN TOTAL,-,7/18/13,"$21,388,054",10.7%,"$199,542,554",12/16/13,Hungary,InterCom,10/17/13,"$227,183",25.6%,"$887,536",11/24/13
2 Guns,"$75,612,460",Universal,"August 2, 2013",Action Comedy,1 hrs. 49 min.,$61 million,R,FOREIGN TOTAL,-,8/1/13,n/a,-,"$56,327,951",11/17/13,Hungary,InterCom,9/12/13,"$105,932",36.6%,"$289,577",10/6/13
White House Down,"$73,103,784",Sony / Columbia,"June 28, 2013",Action Drama,2 hrs. 17 min.,$150 million,PG-13,FOREIGN TOTAL,-,6/26/13,"$7,434,290",5.6%,"$132,262,953",11/10/13,Hungary,InterCom,8/29/13,"$101,649",39.6%,"$256,522",9/22/13
Safe Haven,"$71,349,120",Relativity,"February 14, 2013",Romance,1 hrs. 55 min.,$28 million,PG-13,FOREIGN TOTAL,-,2/13/13,n/a,-,"$26,245,020",N/A,Hungary,Big Bang,4/25/13,"$19,670",45.5%,"$43,248",5/5/13
The Smurfs 2,"$71,017,784",Sony / Columbia,"July 31, 2013",Family Comedy,1 hrs. 45 min.,$105 million,PG,FOREIGN TOTAL,-,7/31/13,"$49,543,470",17.9%,"$276,527,576",12/15/13,Hungary,InterCom,8/1/13,"$211,758",17.4%,"$1,219,425",10/6/13
Percy Jackson: Sea of Monsters,"$68,559,554",Fox,"August 7, 2013",Fantasy,1 hrs. 46 min.,$90 million,PG,FOREIGN TOTAL,-,8/7/13,"$9,799,686",7.5%,"$131,290,761",11/17/13,Hungary,InterCom,8/15/13,"$93,741",34%,"$275,650",9/1/13
A Good Day to Die Hard,"$67,349,198",Fox,"February 14, 2013",Action,1 hrs. 37 min.,$92 million,R,FOREIGN TOTAL,-,2/7/13,"$10,381,707",4.4%,"$237,304,984",5/26/13,Hungary,InterCom,2/14/13,"$436,705",46.9%,"$932,120",3/24/13
Warm Bodies,"$66,380,662",Lionsgate/Summit,"February 1, 2013",Drama,1 hrs. 37 min.,$35 million,PG-13,FOREIGN TOTAL,-,1/31/13,"$2,994,860",5.9%,"$50,600,000",5/5/13,Hungary,Provideo,4/11/13,"$26,700",57.3%,"$46,583",4/21/13
Jack the Giant Slayer,"$65,187,603",Warner Bros. (New Line),"March 1, 2013",Adventure,1 hrs. 54 min.,$195 million,PG-13,FOREIGN TOTAL,-,2/28/13,"$14,300,000",10.8%,"$132,500,000",5/12/13,Hungary,InterCom,3/28/13,"$161,004",35.5%,"$453,285",4/28/13
The Purge,"$64,473,115",Universal,"June 7, 2013",Thriller,1 hrs. 25 min.,$3 million,R,FOREIGN TOTAL,-,5/31/13,n/a,-,"$24,855,512",11/10/13,Hungary,UIP,9/5/13,"$19,920",100%,"$19,920",9/8/13
Last Vegas,"$63,914,167",CBS Films,"November 1, 2013",Comedy,1 hrs. 30 min.,$28 million,PG-13,FOREIGN TOTAL,-,10/31/13,n/a,-,"$70,488,283",3/16/14,Hungary,Provideo,10/31/13,"$297,151",23.6%,"$1,259,401",12/22/13
Ender's Game,"$61,737,191",Lionsgate/Summit,"November 1, 2013",Sci-Fi,1 hrs. 54 min.,$110 million,PG-13,FOREIGN TOTAL,-,10/24/13,"$2,733,949",4.3%,"$63,800,000",3/23/14,Hungary,-,11/7/13,"$82,906",100%,"$82,906",11/10/13
Prisoners,"$61,002,302",Warner Bros.,"September 20, 2013",Action Thriller,2 hrs. 26 min.,$46 million,R,FOREIGN TOTAL,-,9/18/13,n/a,-,"$61,124,385",1/5/14,Hungary,Provideo,10/10/13,"$65,041",39.4%,"$165,189",10/27/13
